Time,Rain Rate (mm/hr),Attenuation (dB)
2.11369000,0.17831893,0.23508907
2.11397000,0.20026452,0.61488353
2.11425000,0.19971593,0.32641974
2.11453000,0.20535483,0.35781687
2.11481000,0.20732757,0.75437866
2.11509000,0.23143689,0.58830344
2.11537000,0.25521705,0.58596452
2.11565000,0.27832046,0.45890373
2.11593000,0.29431069,0.40158399
2.11621000,0.33385502,0.51323518
2.11649000,0.32927001,0.63323376
2.11677000,0.35657057,0.47618560
2.11705000,0.34210580,0.51875457
2.11733000,0.32416129,0.43206185
2.11761000,0.34730332,0.57379997
2.11789000,0.35010627,0.59839831
2.11817000,0.34456422,0.69622226
2.11845000,0.36941758,0.50058984
2.11873000,0.38641815,0.43549197
2.11901000,0.38947131,0.45730802
2.11929000,0.37967916,0.75734221
2.11957000,0.36716470,0.63877183
2.11985000,0.34846522,0.89627769
2.12013000,0.35838655,0.52476938
2.12041000,0.35339438,0.58448980
2.12069000,0.35218616,0.56162808
2.12097000,0.36129948,0.50156681
2.12125000,0.38452339,0.25640407
2.12153000,0.38470624,0.53348865
2.12181000,0.37612906,0.44884854
2.12209000,0.35704239,0.67229548
2.12237000,0.34957235,0.48035519
2.12265000,0.33631813,0.46134909
2.12293000,0.33073783,0.71263713
2.12321000,0.31645138,0.58535389
2.12349000,0.31091594,0.58461653
2.12377000,0.29763812,0.82872649
2.12405000,0.30140892,0.56076457
2.12433000,0.32182880,0.51936406
2.12461000,0.31049595,0.53950596
2.12489000,0.29550588,0.55781730
2.12517000,0.30129336,0.54097880
2.12545000,0.32096286,0.39754977
2.12573000,0.31721877,0.35194493
2.12601000,0.30201075,0.57662187
2.12629000,0.28960762,0.51102767
2.12657000,0.28861792,0.47666801
2.12685000,0.29716987,0.68561440
2.12713000,0.29123132,0.66280315
2.12741000,0.27748561,0.52353874
2.12769000,0.26407572,0.79332952
2.12797000,0.25150004,0.71176996
2.12825000,0.24891178,0.57490567
2.12853000,0.25558392,0.61550620
2.12881000,0.26156137,0.36172059
2.12909000,0.25515111,0.55781730
2.12937000,0.24991748,0.35072031
2.12965000,0.24055274,0.37211737
2.12993000,0.22968239,0.59174874
2.13021000,0.23156980,0.33264201
2.13049000,0.23654018,0.41626923
2.13077000,0.23280440,0.72127530
2.13105000,0.23167668,1.19388950
2.13133000,0.24786436,0.63483741
2.13161000,0.27507550,0.55708052
2.13189000,0.28451905,0.92258691
2.13217000,0.28932586,0.50304958
2.13245000,0.27911868,0.83616276
2.13273000,0.26661250,0.82216156
2.13301000,0.25545199,0.45545985
2.13329000,0.24472230,0.45130468
2.13357000,0.23489884,0.27334669
2.13385000,0.22529073,0.43328931
2.13413000,0.21584418,0.70448655
2.13441000,0.21880700,0.49814176
2.13469000,0.21313527,0.35646612
2.13497000,0.20590170,0.63323376
2.13525000,0.20077625,0.61932317
2.13553000,0.20004952,0.67216844
2.13581000,0.20284984,0.63089188
2.13609000,0.21645224,0.31689403
2.13637000,0.21469814,0.35170458
2.13665000,0.21372817,0.69535549
2.13693000,0.21354659,0.47716191
2.13721000,0.20772610,0.52563201
2.13749000,0.21853355,0.73004281
2.13777000,0.21746760,0.80656597
2.13805000,0.22265578,0.80569653
2.13833000,0.23259706,0.59876713
2.13861000,0.24984443,0.24617855
2.13889000,0.24243597,0.44504989
2.13917000,0.24223365,0.53251079
2.13945000,0.23730792,0.55868073
2.13973000,0.23372605,0.75845360
2.14001000,0.25187972,0.64432230
2.14029000,0.25142686,0.51998505
2.14057000,0.25083619,0.12178457
2.14085000,0.24782826,0.09556403
2.14113000,0.25776567,0.42508791
2.14141000,0.27819994,0.47176385
2.14169000,0.28368569,0.45461041
2.14197000,0.28127492,0.56015438
2.14225000,0.27737295,0.51862807
2.14253000,0.29518362,0.59740714
2.14281000,0.30384889,0.50009561
2.14309000,0.31491031,0.45607972
2.14337000,0.30142481,0.69770160
2.14365000,0.30132442,0.76661647
2.14393000,0.31555928,0.64024879
2.14421000,0.32122293,0.45448414
2.14449000,0.35148964,0.71918206
2.14477000,0.33634205,0.64814235
2.14505000,0.33999669,0.76476374
2.14533000,0.35368619,0.54171525
2.14561000,0.38126669,0.60750459
2.14589000,0.41735067,0.71287994
2.14617000,0.41502890,0.38727149
2.14645000,0.42643112,0.57993932
2.14673000,0.43623260,0.52158359
2.14701000,0.48469707,0.95736580
2.14729000,0.52591356,0.82774051
2.14757000,0.53674526,0.50856737
2.14785000,0.57055610,0.57687527
2.14813000,0.56919561,0.76550482
2.14841000,0.55601765,0.31310963
2.14869000,0.55622665,0.28591055
2.14897000,0.57124577,0.51458045
2.14925000,0.58095146,0.73979599
2.14953000,0.56172453,0.66156772
2.14981000,0.54244539,0.69511280
2.15009000,0.54275654,0.44651881
2.15037000,0.56139160,0.63002669
2.15065000,0.53648278,0.77712092
2.15093000,0.52176077,0.61106704
2.15121000,0.54484722,0.57404184
2.15149000,0.60773797,0.65836965
2.15177000,0.66457179,0.59753391
2.15205000,0.66146918,0.53742337
2.15233000,0.64573882,0.68585703
2.15261000,0.67855906,0.52747235
2.15289000,0.70223914,0.34693225
2.15317000,0.71197408,0.47396892
2.15345000,0.71128719,0.46232498
2.15373000,0.69473048,0.46085541
2.15401000,0.78936602,0.34546749
2.15429000,0.78725244,0.00000000
2.15457000,0.82997132,0.41566153
2.15485000,0.84331731,0.39791650
2.15513000,0.87929243,0.68585703
2.15541000,0.95416062,0.54196841
2.15569000,1.01284950,0.34315604
2.15597000,0.99027227,0.46759528
2.15625000,0.99900894,0.73177805
2.15653000,1.03188990,0.66736424
2.15681000,1.04057920,0.53484619
2.15709000,1.08552080,0.26872205
2.15737000,1.19441770,0.33900268
2.15765000,1.26934840,0.25189580
2.15793000,1.32504280,0.17681333
2.15821000,1.40154310,0.46796274
2.15849000,1.43566470,0.61279652
2.15877000,1.47755800,0.51642022
2.15905000,1.53098570,0.43684576
2.15933000,1.51043400,0.50549799
2.15961000,1.50564600,0.54196841
2.15989000,1.62867270,0.39987627
2.16017000,1.62219880,0.39106391
2.16045000,1.65814650,0.43782097
2.16073000,1.69949360,0.59445682
2.16101000,1.73557420,0.46221017
2.16129000,1.78182420,0.61401874
2.16157000,1.69407390,0.60380416
2.16185000,1.68848260,0.67303465
2.16213000,1.69921240,0.53336210
2.16241000,1.70225910,0.33936879
2.16269000,1.75915390,0.57699046
2.16297000,1.79347170,0.50095764
2.16325000,1.65717690,0.54160018
2.16353000,1.65764650,0.61242756
2.16381000,1.69463840,0.39241599
2.16409000,1.73521460,0.37664116
2.16437000,1.68984740,0.56531260
2.16465000,1.63805340,0.42153265
2.16493000,1.62460410,0.60466871
2.16521000,1.62571170,0.85139974
2.16549000,1.70228830,0.87470283
2.16577000,1.75180150,0.59998886
2.16605000,1.68300320,0.73165080
2.16633000,1.69689410,0.47655315
2.16661000,1.73869500,0.67673072
2.16689000,1.71599390,0.60442664
2.16717000,1.72669290,0.45890373
2.16745000,1.71202620,0.64259129
2.16773000,1.71241440,0.47826459
2.16801000,1.73483960,0.35952255
2.16829000,1.71668030,0.51335016
2.16857000,1.71022380,0.53361520
2.16885000,1.67053300,0.48611072
2.16913000,1.64144920,0.53569756
2.16941000,1.70578490,0.31140621
2.16969000,1.70566640,0.61021387
2.16997000,1.70463900,0.60713568
2.17025000,1.68482380,0.68055425
2.17053000,1.71017780,0.90136830
2.17081000,1.67908350,0.90148454
2.17109000,1.65074290,0.82278785
2.17137000,1.69832030,0.61845826
2.17165000,1.62521590,0.60996022
2.17193000,1.63682440,0.58351054
2.17221000,1.67862650,0.33851071
2.17249000,1.65203400,0.33459814
2.17277000,1.60526580,0.59150675
2.17305000,1.63502620,0.30822824
2.17333000,1.65932300,0.53569756
2.17361000,1.69983600,0.69474298
2.17389000,1.65508980,0.54921866
2.17417000,1.74828030,0.85362839
2.17445000,1.75707340,0.47925244
2.17473000,1.71502400,0.62891928
2.17501000,1.78361300,0.67451303
2.17529000,1.81029310,0.66058633
2.17557000,1.78740770,0.55106023
2.17585000,1.76280600,0.55302851
2.17613000,1.74512260,0.98870582
2.17641000,1.81804200,0.61414557
2.17669000,1.81388300,0.68783278
2.17697000,1.79859870,0.62314054
2.17725000,1.81596200,0.74758425
2.17753000,1.81836290,0.77243002
2.17781000,1.82223510,0.90111259
2.17809000,1.82957490,0.96134731
2.17837000,1.80882880,0.56765017
2.17865000,1.82745910,0.90025249
2.17893000,1.86571030,0.39192327
2.17921000,1.84692720,0.44260566
2.17949000,1.89253640,0.70374674
2.17977000,1.87794750,0.63089188
2.18005000,1.85124130,0.48893713
2.18033000,1.93730330,0.80137281
2.18061000,1.86694780,0.80087439
2.18089000,1.87063210,0.57920208
2.18117000,1.81756770,0.46931777
2.18145000,1.82676980,0.58732407
2.18173000,1.82876320,0.54061059
2.18201000,1.81508990,0.52353874
2.18229000,1.87005910,0.80929036
2.18257000,1.89048280,0.97589169
2.18285000,1.94092150,0.94718117
2.18313000,1.97883870,0.68179034
2.18341000,1.97766620,0.39338997
2.18369000,1.88717050,0.20538622
2.18397000,1.79866000,0.85300157
2.18425000,1.73552920,0.70955010
2.18453000,1.73512470,0.48562818
2.18481000,1.68495830,0.84644383
2.18509000,1.58645870,0.56015438
2.18537000,1.61095440,0.54946036
2.18565000,1.55172720,0.78355019
2.18593000,1.60001860,0.79655125
2.18621000,1.58465460,0.63187245
2.18649000,1.65439890,0.63889875
2.18677000,1.69149190,0.44455644
2.18705000,1.66917630,0.55117533
2.18733000,1.63765880,0.66378460
2.18761000,1.67186120,0.55179688
2.18789000,1.64298700,0.78282032
2.18817000,1.54253230,0.80285649
2.18845000,1.52361660,0.73239119
2.18873000,1.45358370,0.68289939
2.18901000,1.38303920,0.83714897
2.18929000,1.27937680,0.45057012
2.18957000,1.28751970,0.44995034
2.18985000,1.25500860,0.61316549
2.19013000,1.22877430,0.51335016
2.19041000,1.18486430,0.64185275
2.19069000,1.15960400,0.75104495
2.19097000,1.17086610,0.71794468
2.19125000,1.16972250,0.73720414
2.19153000,1.17749390,0.67525225
2.19181000,1.15884540,0.47802338
2.19209000,1.16140180,0.37027366
2.19237000,1.19435410,0.39705699
2.19265000,1.20069000,0.46919145
2.19293000,1.17883160,0.35756503
2.19321000,1.18224840,0.66625567
2.19349000,1.17571090,0.65885453
2.19377000,1.17460350,0.52870314
2.19405000,1.18186490,0.63347604
2.19433000,1.15624030,0.68179034
2.19461000,1.10822010,0.50869383
2.19489000,1.05642820,0.85114439
2.19517000,1.04537870,0.83182378
2.19545000,1.02933340,0.70498363
2.19573000,1.03768780,0.92122623
2.19601000,1.00911580,0.71016286
2.19629000,0.99571262,0.47385407
2.19657000,1.00296540,0.36673539
2.19685000,0.98922764,0.52059456
2.19713000,0.99903348,0.68943888
2.19741000,1.01414320,0.47532418
2.19769000,0.97646381,0.61525252
2.19797000,0.97474132,0.61709752
2.19825000,0.91312784,0.55708052
2.19853000,0.87562952,0.34119943
2.19881000,0.84428595,0.48709878
2.19909000,0.80902104,0.51667320
2.19937000,0.80318380,0.33435790
2.19965000,0.76174484,0.48636348
2.19993000,0.74605655,0.60073806
2.20021000,0.72200277,0.40427754
2.20049000,0.68471673,0.63877183
2.20077000,0.68673968,0.88486709
2.20105000,0.68508595,0.81882157
2.20133000,0.67495265,1.05107020
2.20161000,0.67020223,0.62510129
2.20189000,0.70181401,0.54651402
2.20217000,0.68824080,0.69955087
2.20245000,0.67578947,0.74054813
2.20273000,0.66537327,0.82612821
2.20301000,0.63954732,0.66045933
2.20329000,0.60814057,0.75339472
2.20357000,0.58825308,0.87916314
2.20385000,0.59216411,0.68783278
2.20413000,0.59617236,0.57625328
2.20441000,0.58475750,0.63261078
2.20469000,0.55345674,0.90670376
2.20497000,0.52973307,0.99741035
2.20525000,0.52081474,0.68289939
2.20553000,0.51392472,0.36184652
2.20581000,0.52703036,0.82451598
2.20609000,0.50875804,0.66341511
2.20637000,0.52166779,0.64469159
2.20665000,0.50966854,0.30310751
2.20693000,0.48588078,0.31811748
2.20721000,0.48230485,0.18933101
2.20749000,0.47982660,0.19127912
2.20777000,0.46338016,0.59556316
2.20805000,0.46845873,0.56359695
2.20833000,0.47660727,0.36123976
2.20861000,0.47389761,0.38177264
2.20889000,0.47774857,0.32715172
2.20917000,0.46995051,0.43255512
2.20945000,0.45169460,0.53521435
2.20973000,0.43118333,0.37175091
2.21001000,0.41934210,0.60798878
2.21029000,0.42473040,0.58448980
2.21057000,0.44140619,0.77910171
2.21085000,0.44306900,0.58756603
2.21113000,0.44690851,0.49334953
2.21141000,0.42674273,0.39118995
2.21169000,0.41728158,0.30140457
2.21197000,0.42444596,0.30347325
2.21225000,0.42844622,0.44640405
2.21253000,0.41485733,0.38690487
2.21281000,0.39122408,0.28066744
2.21309000,0.37631135,0.32641974
2.21337000,0.36394929,0.39179723
2.21365000,0.34458080,0.54061059
2.21393000,0.32551082,0.22705939
2.21421000,0.31920306,0.31921519
2.21449000,0.31944649,0.53753843
2.21477000,0.33481104,0.75919455
2.21505000,0.34238628,0.58485848
2.21533000,0.32972983,0.39302329
2.21561000,0.32660135,0.61008705
2.21589000,0.32011386,0.63310686
2.21617000,0.30527999,0.63889875
2.21645000,0.31202217,0.64727674
2.21673000,0.30984955,0.49998067
2.21701000,0.30775220,0.13027896
2.21729000,0.29434151,0.21037863
2.21757000,0.30893277,0.44713853
2.21785000,0.32372687,0.77712092
2.21813000,0.31841799,0.79345699
2.21841000,0.33365586,0.76278374
2.21869000,0.33033258,0.84123331
2.21897000,0.33988489,0.56089122
2.21925000,0.32679100,0.68092391
2.21953000,0.31889719,0.37369777
2.21981000,0.31827691,0.72930246
2.22009000,0.32014551,0.55892250
2.22037000,0.30483848,0.79579794
2.22065000,0.30788451,0.42202578
2.22093000,0.29533720,0.53876956
2.22121000,0.28756163,0.85920060
2.22149000,0.27474616,0.38189865
2.22177000,0.26176065,0.41480158
2.22205000,0.24926917,0.40121722
2.22233000,0.24240010,0.49691204
2.22261000,0.23353253,0.52059456
2.22289000,0.22341058,0.46612549
2.22317000,0.21416725,0.45141946
2.22345000,0.20675833,0.45019136
2.22373000,0.20152360,0.82327496
2.22401000,0.19431765,0.54392468
2.22429000,0.18993260,0.23375446
2.22457000,0.18898060,0.35769095
2.22485000,0.18418455,0.53606573
2.22513000,0.17859552,0.43341550
2.22541000,0.17967362,0.56481747
2.22569000,0.17625792,0.38813076
2.22597000,0.17668902,0.48476653
2.22625000,0.17795032,0.02129543
2.22653000,0.17406674,0.66477763
2.22681000,0.16914111,0.41590231
2.22709000,0.16453078,0.46454094
2.22737000,0.16026220,0.38825679
2.22765000,0.15603403,0.58043466
2.22793000,0.15220370,0.34498688
2.22821000,0.14853525,0.51507488
2.22849000,0.14536299,0.33386601
2.22877000,0.14543236,0.42655599
2.22905000,0.14444582,0.54355643
2.22933000,0.15215876,0.54380960
2.22961000,0.15436283,0.78528803
2.22989000,0.15709639,0.48685751
2.23017000,0.16040478,0.57932879
2.23045000,0.15769619,0.42753092
2.23073000,0.15458112,0.54110538
2.23101000,0.15125756,0.66280315
2.23129000,0.14909561,0.21925960
2.23157000,0.15455586,0.28920074
2.23185000,0.15916871,0.54835545
2.23213000,0.15725761,0.22924912
2.23241000,0.16869502,0.36111383
2.23269000,0.17441040,0.51310871
2.23297000,0.17312950,0.36294560
2.23325000,0.18403699,0.63779107
2.23353000,0.18360140,0.46981157
2.23381000,0.19129224,0.35560762
2.23409000,0.19444693,0.44762053
2.23437000,0.19610784,0.24763915
2.23465000,0.20479093,0.23972067
2.23493000,0.20289815,0.58093001
2.23521000,0.20087196,0.33569636
2.23549000,0.19946070,0.62424777
2.23577000,0.21213985,0.66797628
2.23605000,0.22189444,0.43365641
2.23633000,0.23562949,0.35304370
2.23661000,0.24681821,0.55904914
2.23689000,0.24574414,0.83863413
2.23717000,0.24357836,0.65737680
2.23745000,0.24478745,0.45595345
2.23773000,0.23577314,0.11462224
2.23801000,0.23366846,0.30994293
2.23829000,0.23638967,0.40427754
2.23857000,0.22978169,0.33704631
2.23885000,0.22628156,0.35450878
2.23913000,0.21877215,0.52329721
2.23941000,0.21406987,0.48697240
2.23969000,0.21870181,0.32471567
2.23997000,0.22178159,0.37737418
2.24025000,0.21461443,0.26494286
2.24053000,0.21285661,0.07580096
2.24081000,0.21169473,0.22742433
2.24109000,0.20667547,0.14023154
2.24137000,0.19960434,0.51408603
2.24165000,0.20502535,0.23594461
2.24193000,0.19931709,0.21207712
2.24221000,0.19271475,0.37895481
2.24249000,0.18613832,0.68672357
2.24277000,0.18323317,0.60614426
2.24305000,0.17882173,0.62633546
2.24333000,0.17343311,0.19918659
2.24361000,0.16935812,0.38813076
2.24389000,0.16663298,0.53225770
2.24417000,0.16352784,0.20077058
2.24445000,0.16124751,0.09932483
2.24473000,0.16532613,0.26700937
2.24501000,0.16609672,0.22510928
2.24529000,0.17350548,0.25775096
2.24557000,0.18138799,0.38813076
2.24585000,0.17939412,0.73078317
2.24613000,0.17441040,0.29053747
2.24641000,0.17027056,0.42435389
2.24669000,0.17106647,0.61032916
2.24697000,0.17209351,0.17158662
2.24725000,0.17012651,0.44334006
2.24753000,0.16682224,0.62264461
2.24781000,0.16500654,0.59396129
2.24809000,0.16291668,0.53558251
2.24837000,0.16028161,0.45374951
2.24865000,0.16087155,0.64136809
2.24893000,0.16359917,0.59064252
2.24921000,0.16142919,0.52317070
2.24949000,0.15787026,0.36477747
2.24977000,0.15878121,0.30383899
2.25005000,0.17495999,0.20746060
2.25033000,0.17828281,0.40244361
2.25061000,0.18832598,0.73696116
2.25089000,0.18668950,0.41529461
2.25117000,0.18746375,0.39853536
2.25145000,0.19281705,0.28432268
2.25173000,0.20325571,0.41003213
2.25201000,0.20717988,0.71350432
2.25229000,0.21882804,0.49286690
2.25257000,0.22514890,0.29700476
2.25285000,0.22757929,0.35732464
2.25313000,0.22778471,0.50573940
2.25341000,0.22604800,0.44615157
2.25369000,0.22949715,0.23448450
2.25397000,0.22329024,0.38715692
2.25425000,0.22770692,0.27700117
2.25453000,0.22525494,0.28591055
2.25481000,0.22270467,0.50930315
2.25509000,0.21549450,0.53262583
2.25537000,0.20718700,0.41296710
2.25565000,0.19920748,0.56789199
2.25593000,0.19284375,0.37382374
2.25621000,0.19066976,0.38116553
2.25649000,0.19245048,0.44455644
2.25677000,0.20098181,0.47372773
2.25705000,0.21542445,0.35181904
2.25733000,0.21252260,0.32104477
2.25761000,0.20550153,0.48954610
2.25789000,0.20293229,0.51789211
2.25817000,0.19736252,0.89813719
2.25845000,0.20537745,0.70115749
2.25873000,0.20590170,0.40905768
2.25901000,0.21244630,0.63606038
2.25929000,0.21968517,0.56359695
2.25957000,0.21900360,0.50696942
2.25985000,0.21178465,0.32934773
2.26013000,0.20342778,0.17705248
2.26041000,0.21169473,0.19310201
2.26069000,0.21468376,0.11813500
2.26097000,0.22886447,0.39118995
2.26125000,0.22958977,0.22631811
2.26153000,0.24082692,0.54073716
2.26181000,0.24312989,0.40073585
2.26209000,0.24462053,0.40880547
2.26237000,0.23978875,0.15311158
2.26265000,0.24195225,0.11158722
2.26293000,0.23968083,0.10842745
2.26321000,0.23682716,0.25372186
2.26349000,0.23590205,0.41210722
2.26377000,0.22941921,0.32263431
2.26405000,0.22510649,0.68080839
2.26433000,0.22550285,0.36722775
2.26461000,0.21993071,0.38569048
2.26489000,0.21795146,0.47115519
2.26517000,0.21677416,0.27920546
2.26545000,0.21523594,0.13537433
2.26573000,0.20884827,0.40819790
2.26601000,0.20757380,0.41395312
2.26629000,0.20532188,0.70140022
2.26657000,0.19890629,0.88313606
2.26685000,0.19161699,0.23923010
2.26713000,0.18508375,0.25994262
2.26741000,0.17986023,0.55756403
2.26769000,0.17547589,0.36611709
2.26797000,0.17068503,0.28969201
2.26825000,0.16835419,0.07676613
2.26853000,0.16484343,0.50463585
2.26881000,0.16120195,0.41590231
2.26909000,0.16240953,0.36012929
2.26937000,0.15975099,0.18397713
2.26965000,0.15963462,0.25457787
2.26993000,0.16109807,0.23399400
2.27021000,0.15981586,0.19784197
2.27049000,0.15814172,0.31140621
2.27077000,0.15852280,0.47128152
2.27105000,0.15785091,0.36722775
2.27133000,0.15912329,0.25360773
2.27161000,0.16569175,0.41492770
2.27189000,0.17681518,0.53225770
2.27217000,0.17932738,0.42508791
2.27245000,0.18820473,0.13804742
2.27273000,0.18985159,0.37748872
2.27301000,0.18786128,0.42398689
2.27329000,0.19342736,0.59655429
2.27357000,0.19291874,0.73263414
2.27385000,0.20327633,0.39925738
2.27413000,0.20585320,0.87208963
2.27441000,0.21159701,0.49678562
2.27469000,0.21305172,0.17413725
2.27497000,0.21208379,0.66983555
2.27525000,0.22164763,0.59963156
2.27553000,0.21915092,0.54810225
2.27581000,0.21283573,0.81349909
2.27609000,0.21018664,0.50121050
2.27637000,0.21146478,0.53091175
2.27665000,0.20886905,0.44076973
2.27693000,0.22028961,0.90310021
2.27721000,0.22336826,0.74399658
2.27749000,0.23410451,0.63557580
2.27777000,0.24180753,0.69474298
2.27805000,0.24423660,0.81238599
2.27833000,0.23842921,0.63015359
2.27861000,0.24499716,0.75759690
2.27889000,0.25399388,0.46564323
2.27917000,0.26057187,0.56396540
2.27945000,0.25509273,0.59729188
2.27973000,0.25398634,0.48133161
2.28001000,0.24544663,0.41063974
2.28029000,0.24972020,0.32226836
2.28057000,0.26134692,0.49641786
2.28085000,0.25630300,0.46208388
2.28113000,0.26791320,0.58412114
2.28141000,0.27370485,0.53521435
2.28169000,0.27608885,0.67783962
2.28197000,0.27569799,0.65072776
2.28225000,0.28310313,0.65060079
2.28253000,0.28367080,0.45595345
2.28281000,0.28775883,0.71807188
2.28309000,0.28628540,0.66527415
2.28337000,0.28867921,0.82761292
2.28365000,0.29007217,0.64111423
2.28393000,0.28904419,0.72338023
2.28421000,0.29564372,0.55154365
2.28449000,0.29110127,0.41358623
2.28477000,0.29567387,0.36979271
2.28505000,0.29014069,0.50463585
2.28533000,0.27992465,0.53692863
2.28561000,0.27975097,0.45228030
2.28589000,0.28316407,0.46612549
2.28617000,0.28765987,0.56838717
2.28645000,0.28784286,0.46895030
2.28673000,0.29440246,0.55978596
2.28701000,0.29799935,0.59790272
2.28729000,0.30156349,0.43880769
2.28757000,0.31504285,0.55400693
2.28785000,0.32267113,0.39877603
2.28813000,0.33174682,0.43990918
2.28841000,0.32339600,0.32324041
2.28869000,0.30914241,0.55228032
2.28897000,0.29962945,0.43647862
2.28925000,0.28570122,0.59335052
2.28953000,0.27092359,0.43561817
2.28981000,0.25936259,0.34376249
2.29009000,0.25543001,0.48783411
2.29037000,0.27167758,0.45117843
2.29065000,0.26446088,0.56826049
2.29093000,0.25651623,0.35145279
2.29121000,0.24761717,0.67266507
2.29149000,0.24795903,0.66797628
2.29177000,0.24754432,0.55461703
2.29205000,0.24818451,0.55732228
2.29233000,0.24695631,0.45117843
2.29261000,0.23944343,0.54859715
2.29289000,0.23722183,0.53852793
2.29317000,0.23932072,0.53041710
2.29345000,0.24144719,0.34204614
2.29373000,0.24575840,0.75043149
2.29401000,0.25923010,0.40367004
2.29429000,0.26687277,0.36012929
2.29457000,0.26615199,0.89032792
2.29485000,0.26583284,0.47949367
2.29513000,0.25747845,0.46612549
2.29541000,0.25927426,0.56641803
2.29569000,0.25120121,0.76600274
2.29597000,0.24586711,0.92209846
2.29625000,0.25432318,0.74449420
2.29653000,0.25442543,0.88027830
2.29681000,0.24522186,0.50132544
2.29709000,0.25187972,0.51765062
2.29737000,0.24829353,0.75524686
2.29765000,0.24761036,0.69178460
2.29793000,0.25372984,1.08198870
2.29821000,0.25986378,0.80285649
2.29849000,0.26631544,0.74919303
2.29877000,0.26775713,0.53115333
2.29905000,0.27440080,0.65663796
2.29933000,0.26495038,0.84297393
2.29961000,0.25416195,0.65614155
2.29989000,0.24538890,0.77675026
2.30017000,0.24199554,0.69634939
2.30045000,0.24065335,0.68462080
2.30073000,0.24162024,0.34462070
2.30101000,0.25085806,0.73362908
2.30129000,0.25369350,0.75030417
2.30157000,0.25592139,0.70498363
2.30185000,0.25662630,0.56667136
2.30213000,0.25422026,0.60835770
2.30241000,0.24758789,0.43194713
2.30269000,0.24986628,0.43427590
2.30297000,0.24247251,0.57391515
2.30325000,0.25051504,0.87618954
2.30353000,0.26582589,0.58179400
2.30381000,0.27956322,0.46564323
2.30409000,0.28802517,0.70287978
2.30437000,0.29380608,0.59469883
2.30465000,0.30431241,0.96955619
2.30493000,0.31044128,0.46845652
2.30521000,0.33128536,0.49985424
2.30549000,0.35266443,0.67796668
2.30577000,0.35110136,0.71411715
2.30605000,0.35179763,0.72917521
2.30633000,0.35622846,0.53471964
2.30661000,0.36106224,0.45852489
2.30689000,0.35683047,0.47164901
2.30717000,0.36562152,0.64493394
2.30745000,0.37977875,0.67216844
2.30773000,0.37259085,1.12602970
2.30801000,0.37726435,0.76661647
2.30829000,0.36808533,0.52219312
2.30857000,0.34840849,0.89044412
2.30885000,0.33313019,0.56371209
2.30913000,0.33773978,0.84904357
2.30941000,0.34050931,0.74239960
2.30969000,0.35238883,1.05655610
2.30997000,0.34654502,0.48881074
2.31025000,0.34121522,0.46061432
2.31053000,0.33466695,0.63692571
2.31081000,0.32293090,0.68018458
2.31109000,0.31763426,0.50906172
2.31137000,0.31721070,0.72880505
2.31165000,0.31151560,0.61870043
2.31193000,0.30648010,0.58093001
2.31221000,0.30742657,0.58351054
2.31249000,0.31786116,0.41199257
2.31277000,0.32204116,0.70548071
2.31305000,0.31448058,0.68031165
2.31333000,0.31398081,0.18276977
2.31361000,0.30895606,0.12784528
2.31389000,0.31044128,0.39559014
2.31417000,0.30178673,0.57993932
2.31445000,0.29221589,0.40158399
2.31473000,0.29713176,0.51777712
2.31501000,0.29277405,0.67216844
2.31529000,0.28734097,0.53595067
2.31557000,0.29176531,0.49004018
2.31585000,0.28550373,0.49850953
2.31613000,0.27329259,0.30433047
2.31641000,0.26037285,0.53324705
2.31669000,0.24859203,0.64419535
2.31697000,0.23855112,0.40501114
2.31725000,0.23092817,0.59027379
2.31753000,0.22667119,0.78169659
2.31781000,0.22194328,0.37455671
2.31809000,0.22139431,0.57490567
2.31837000,0.23197601,0.53140641
2.31865000,0.23009499,0.36270518
2.31893000,0.23833560,0.51065976
2.31921000,0.24119443,0.55290189
2.31949000,0.23529998,0.52820852
2.31977000,0.24393284,0.67069016
2.32005000,0.24037248,0.53336210
2.32033000,0.23224737,0.56899750
2.32061000,0.23324669,0.55584875
2.32089000,0.23487738,0.58326860
2.32117000,0.22915611,0.73597770
2.32145000,0.22406019,0.75426290
2.32173000,0.21907397,0.41235945
2.32201000,0.21800072,0.30774814
2.32229000,0.21416725,0.55523864
2.32257000,0.21395813,0.66908490
2.32285000,0.20794781,0.50954457
2.32313000,0.20682048,0.36796058
2.32341000,0.20186057,0.39069725
2.32369000,0.20419840,0.53889613
2.32397000,0.20194934,0.41553540
2.32425000,0.19679625,0.48072278
2.32453000,0.19414766,0.74325594
2.32481000,0.19262707,0.44651881
2.32509000,0.19186066,0.50108407
2.32537000,0.18748394,0.77082019
2.32565000,0.18339374,0.37468269
2.32593000,0.17898816,0.54859715
2.32621000,0.17694135,0.56888235
2.32649000,0.17419923,0.38384606
2.32677000,0.17272653,0.30347325
2.32705000,0.16964040,0.61772022
2.32733000,0.16600555,0.62609324
2.32761000,0.16209131,0.56002773
2.32789000,0.15841934,0.43671955
2.32817000,0.15671613,0.77637960
2.32845000,0.15402922,0.42031706
2.32873000,0.15251719,0.41321933
2.32901000,0.15001291,0.52169860
2.32929000,0.14904432,0.62917306
2.32957000,0.15056141,0.72151817
2.32985000,0.14995558,0.48489290
2.33013000,0.14819808,0.52526395
2.33041000,0.14853525,0.55720715
2.33069000,0.14697895,0.61672851
